Event Link,Event Name,Date,Venue,Location
https://www.tapology.com/fightcenter/events/14431-ufc-153,UFC 153: Silva vs. Bonnar,"Saturday, October 13, 2012",HSBC Arena,"Rio, RJ"
https://www.tapology.com/fightcenter/events/14104-ufc-on-fx-5,UFC on FX 5: Browne vs. Silva,"Friday, October 05, 2012",Target Center,"Minneapolis, MN"
https://www.tapology.com/fightcenter/events/14292-ufc-153,UFC on FUEL TV 5: Struve vs. Miocic,"Saturday, September 29, 2012",Capital FM Arena,"Nottingham, England"
https://www.tapology.com/fightcenter/events/13140-ufc-152,UFC 152: Jones vs. Belfort,"Saturday, September 22, 2012",Air Canada Centre,"Toronto, ON"
https://www.tapology.com/fightcenter/events/13825-ufc-151-jones-vs-henderson,UFC 151: Bones vs. Hendo,"Saturday, September 01, 2012",Mandalay Bay Events Center,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/13684-ufc-150,UFC 150: Henderson vs. Edgar 2,"Saturday, August 11, 2012",Pepsi Center,"Denver, CO"
https://www.tapology.com/fightcenter/events/12572-ufc-on-fox-4,UFC on FOX 4: Shogun vs. Vera,"Saturday, August 04, 2012",Staples Center,"Los Angeles, CA"
https://www.tapology.com/fightcenter/events/12776-ufc-149,UFC 149: Faber vs. Barao,"Saturday, July 21, 2012",Scotiabank Saddledome,"Calgary, AB"
https://www.tapology.com/fightcenter/events/13665-ufc-on-fuel-tv-4-munoz-vs-weidman,UFC on FUEL TV 4: Munoz vs. Weidman,"Wednesday, July 11, 2012",HP Pavilion,"San Jose, CA"
https://www.tapology.com/fightcenter/events/12574-ufc-148,UFC 148: Silva vs. Sonnen 2,"Saturday, July 07, 2012",MGM Grand Garden Arena,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/12573-ufc-147,UFC 147: Silva vs. Franklin 2,"Saturday, June 23, 2012",Estadio Jornalista Felippe Drummond,"Belo Horizonte, MG"
https://www.tapology.com/fightcenter/events/13105-ufc-on-fx-4,UFC on FX 4: Guida vs. Maynard,"Friday, June 22, 2012",Revel Atlantic City,"Atlantic City, NJ"
https://www.tapology.com/fightcenter/events/12575-ufc-on-fx-3,UFC on FX 3: Johnson vs. McCall,"Friday, June 08, 2012",BankAtlantic Center,"Fort Lauderdale, FL"
https://www.tapology.com/fightcenter/events/13061-the-ultimate-fighter-15-finale,The Ultimate Fighter 15 Finale,"Friday, June 01, 2012",The Pearl at the Palms Casino Resort,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/12168-ufc-146,UFC 146: Dos Santos vs. Mir,"Saturday, May 26, 2012",MGM Grand Garden Arena,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/12320-ufc-on-fx-3,UFC on FUEL TV 3: Korean Zombie vs. Poirier,"Tuesday, May 15, 2012",Patriot Center,"Fairfax, VA"
https://www.tapology.com/fightcenter/events/12189-ufc-on-fox,UFC on FOX 3: Diaz vs. Miller,"Saturday, May 05, 2012",Izod Center,"East Rutherford, NJ"
https://www.tapology.com/fightcenter/events/11785-ufc-145,UFC 145: Jones vs. Evans,"Saturday, April 21, 2012",Philips Arena,"Atlanta, GA"
https://www.tapology.com/fightcenter/events/12026-ufc-on-fuel-tv-2,UFC on FUEL TV 2: Silva vs. Gustafsson,"Saturday, April 14, 2012",Ericsson Globe Arena,"Stockholm, SE"
https://www.tapology.com/fightcenter/events/11619-ufc-on-fx-2,UFC on FX 2: Alves vs. Kampmann,"Friday, March 02, 2012",Allphones Arena,"Sydney, NSW"
https://www.tapology.com/fightcenter/events/11293-ufc-144,UFC 144: Edgar vs. Henderson,"Saturday, February 25, 2012",Saitama Super Arena,"Saitama, Saitama Prefecture"
https://www.tapology.com/fightcenter/events/11618-ufc-on-fuel-tv-1,UFC on FUEL TV 1: Ellenberger vs. Sanchez,"Wednesday, February 15, 2012",CenturyLink Center,"Omaha, NE"
https://www.tapology.com/fightcenter/events/11221-ufc-143,UFC 143: Diaz vs. Condit,"Saturday, February 04, 2012",Mandalay Bay Events Center,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/11400-ufc-on-fox-2,UFC on FOX 2: Evans vs. Davis,"Saturday, January 28, 2012",United Center,"Chicago, IL"
https://www.tapology.com/fightcenter/events/11366-ufc-on-fx-1,UFC on FX 1: Guillard vs. Miller,"Friday, January 20, 2012",Bridgestone Arena,"Nashville, TN"
https://www.tapology.com/fightcenter/events/11196-ufc-142,UFC 142: Aldo vs. Mendes,"Saturday, January 14, 2012",HSBC Arena,"Rio, RJ"
https://www.tapology.com/fightcenter/events/10738-ufc-141,UFC 141: Lesnar vs. Overeem,"Friday, December 30, 2011",MGM Grand Garden Arena,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/10374-ufc-140,UFC 140: Jones vs. Machida,"Saturday, December 10, 2011",Air Canada Centre,"Toronto, ON"
https://www.tapology.com/fightcenter/events/9770-the-ultimate-fighter-14-finale,The Ultimate Fighter 14 Finale,"Saturday, December 03, 2011",The Pearl at the Palms Casino Resort,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/9822-ufc-138,UFC 139: Shogun vs. Henderson,"Saturday, November 19, 2011",HP Pavilion,"San Jose, CA"
https://www.tapology.com/fightcenter/events/10569-ufc-on-fox-1,UFC on FOX 1: Velasquez vs. Dos Santos,"Saturday, November 12, 2011",Honda Center,"Anaheim, CA"
https://www.tapology.com/fightcenter/events/10235-ufc-138,UFC 138: Leben vs. Munoz,"Saturday, November 05, 2011",LG Arena / National Exhibition Centre,"Birmingham, England"
https://www.tapology.com/fightcenter/events/9660-ufc-137-st-pierre-vs-diaz,UFC 137: Penn vs. Diaz,"Saturday, October 29, 2011",Mandalay Bay Events Center,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/9765-ufc-136,UFC 136: Edgar vs Maynard 3,"Saturday, October 08, 2011",Toyota Center,"Houston, TX"
https://www.tapology.com/fightcenter/events/10195-ufc-on-versus-6,UFC on Versus 6: Cruz vs. Johnson,"Saturday, October 01, 2011",Verizon Center,"Washington D.C., US"
https://www.tapology.com/fightcenter/events/9686-ufc-135,UFC 135: Jones vs. Rampage,"Saturday, September 24, 2011",Pepsi Center,"Denver, CO"
https://www.tapology.com/fightcenter/events/ufc-fight-night-25-battle-on-the-bayou,UFC Fight Night 25: Battle on the Bayou,"Saturday, September 17, 2011",New Orleans Convention Center,"New Orleans, LA"
https://www.tapology.com/fightcenter/events/ufc-134-silva-vs-okami,UFC 134: Silva vs. Okami,"Saturday, August 27, 2011",HSBC Arena,"Rio, RJ"
https://www.tapology.com/fightcenter/events/ufc-on-versus-5,UFC on Versus 5: Hardy vs. Lytle,"Sunday, August 14, 2011",Bradley Center,"Milwaukee, WI"
https://www.tapology.com/fightcenter/events/ufc-133,UFC 133: Evans vs. Ortiz 2,"Saturday, August 06, 2011",Wells Fargo Center,"Philadelphia, PA"
https://www.tapology.com/fightcenter/events/ufc-132-cruz-vs-faber-ii,UFC 132: Cruz vs Faber II,"Saturday, July 02, 2011",MGM Grand Garden Arena,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/ufc-on-versus-4-marquardt-vs-johnson,UFC on Versus 4: Barry vs. Kongo,"Sunday, June 26, 2011",Consol Energy Center,"Pittsburgh, PA"
https://www.tapology.com/fightcenter/events/ufc-131-lesnar-vs-dos-santos,UFC 131: Carwin vs. Dos Santos,"Saturday, June 11, 2011",Rogers Arena,"Vancouver, BC"
https://www.tapology.com/fightcenter/events/the-ultimate-fighter-13-finale,The Ultimate Fighter 13 Finale,"Saturday, June 04, 2011",The Pearl at the Palms Casino Resort,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/ufc-130-edgar-vs-maynard-3,UFC 130: Rampage vs Hamill,"Saturday, May 28, 2011",MGM Grand Garden Arena,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/ufc-129-st-pierre-vs-shields,UFC 129: St. Pierre vs. Shields,"Saturday, April 30, 2011",Rogers Centre,"Toronto, ON"
https://www.tapology.com/fightcenter/events/ufc-fight-night-24,UFC Fight Night 24: Nogueira vs. Davis,"Saturday, March 26, 2011",Key Arena,"Seattle, WA"
https://www.tapology.com/fightcenter/events/ufc-128-shogun-vs-jones,UFC 128: Shogun vs Jones,"Saturday, March 19, 2011",The Prudential Center,"Newark, NJ"
https://www.tapology.com/fightcenter/events/ufc-128-cancelled,UFC 128: (cancelled),"Saturday, March 12, 2011",Concert Arena at Ferrari World,"Dubai, AE"
https://www.tapology.com/fightcenter/events/ufc-on-versus-3-sanchez-vs-kampmann,UFC on Versus 3: Sanchez vs Kampmann,"Thursday, March 03, 2011",KFC Yum! Center,"Louisville, KY"
https://www.tapology.com/fightcenter/events/ufc-127-penn-vs-fitch,UFC 127: Penn vs Fitch,"Saturday, February 26, 2011",Acer Arena,"Sydney, NSW"
https://www.tapology.com/fightcenter/events/ufc-126-silva-vs-belfort,UFC 126: Silva vs. Belfort,"Saturday, February 05, 2011",Mandalay Bay Events Center,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/ufc-fight-night-23-fight-for-the-troops-2,UFC Fight Night 23: Fight for the Troops 2,"Saturday, January 22, 2011",Fort Hood,"Killeen, TX"
https://www.tapology.com/fightcenter/events/ufc-125-resolution,UFC 125: Resolution,"Saturday, January 01, 2011",MGM Grand Garden Arena,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/ufc-124-st-pierre-vs-koscheck-2,UFC 124: St. Pierre vs. Koscheck 2,"Saturday, December 11, 2010",Bell Centre,"Montreal, QC"
https://www.tapology.com/fightcenter/events/the-ultimate-fighter-12-finale,The Ultimate Fighter 12 Finale,"Saturday, December 04, 2010",The Pearl at the Palms Casino Resort,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/ufc-123-rampage-vs-machida,UFC 123: Rampage vs. Machida,"Saturday, November 20, 2010",The Palace of Auburn Hills,"Auburn Hills, MI"
https://www.tapology.com/fightcenter/events/ufc-122-marquardt-vs-okami,UFC 122: Marquardt vs. Okami,"Saturday, November 13, 2010",Konig Pilsener Arena,"Oberhausen, NRW"
https://www.tapology.com/fightcenter/events/ufc-121-lesnar-vs-velasquez,UFC 121: Lesnar vs. Velasquez,"Saturday, October 23, 2010",Honda Center,"Anaheim, CA"
https://www.tapology.com/fightcenter/events/ufc-120-bisping-vs-akiyama,UFC 120: Bisping vs. Akiyama,"Saturday, October 16, 2010",The O2 Arena,"London, GB"
https://www.tapology.com/fightcenter/events/ufc-119-mir-vs-cro-cop,UFC 119: Mir vs Cro Cop,"Saturday, September 25, 2010",Conseco Fieldhouse,"Indianapolis, IN"
https://www.tapology.com/fightcenter/events/ufc-fight-night-22,UFC Fight Night 22: Marquardt vs. Palhares,"Wednesday, September 15, 2010",Frank Erwin Center,"Austin, TX"
https://www.tapology.com/fightcenter/events/ufc-118-edgar-vs-penn-2,UFC 118: Edgar vs. Penn 2,"Saturday, August 28, 2010",TD Garden,"Boston, MA"
https://www.tapology.com/fightcenter/events/ufc-117-silva-vs-sonnen,UFC 117: Silva vs Sonnen,"Saturday, August 07, 2010",Oracle Arena,"Oakland, CA"
https://www.tapology.com/fightcenter/events/ufc-on-versus-2-jones-vs-matyushenko,UFC on Versus 2: Jones vs. Matyushenko,"Sunday, August 01, 2010",San Diego Sports Arena,"San Diego, CA"
https://www.tapology.com/fightcenter/events/ufc-116-lesnar-vs-carwin,UFC 116: Lesnar vs Carwin,"Saturday, July 03, 2010",MGM Grand Garden Arena,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/the-ultimate-fighter-11-finale,The Ultimate Fighter 11 Finale,"Saturday, June 19, 2010",Palms Casino Resort,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/ufc-115-liddell-vs-franklin,UFC 115: Liddell vs Franklin,"Saturday, June 12, 2010",General Motors Place,"Vancouver, BC"
https://www.tapology.com/fightcenter/events/ufc-114-jackson-vs-evans,UFC 114: Jackson vs Evans,"Saturday, May 29, 2010",MGM Grand Garden Arena,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/ufc-113-machida-vs-shogun-2,UFC 113: Machida vs Shogun 2,"Saturday, May 08, 2010",Bell Centre,"Montreal, QC"
https://www.tapology.com/fightcenter/events/ufc-112-invincible,UFC 112: Invincible,"Saturday, April 10, 2010",Concert Arena at Ferrari World,"Dubai, AE"
https://www.tapology.com/fightcenter/events/ufc-fight-night-21-florian-vs-gomi,UFC Fight Night 21: Florian vs Gomi,"Wednesday, March 31, 2010",Bojangles Coliseum,"Charlotte, NC"
https://www.tapology.com/fightcenter/events/ufc-111-st-pierre-vs-hardy,UFC 111: St-Pierre vs Hardy,"Saturday, March 27, 2010",Prudential Center,"Newark, NJ"
https://www.tapology.com/fightcenter/events/ufc-on-versus-1-vera-vs-jones,UFC on Versus 1: Vera vs Jones,"Sunday, March 21, 2010",The Odeum Colorado,"Broomfield, CO"
https://www.tapology.com/fightcenter/events/ufc-110-nogueira-vs-velasquez,UFC 110: Nogueira vs. Velasquez,"Saturday, February 20, 2010",Acer Arena,"Sydney, NSW"
https://www.tapology.com/fightcenter/events/ufc-109-relentless,UFC 109: Relentless,"Saturday, February 06, 2010",Mandalay Bay Events Center,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/ufc-fight-night-20-maynard-vs-diaz,UFC Fight Night 20: Maynard vs Diaz,"Monday, January 11, 2010",Patriot Center,"Fairfax, VA"
https://www.tapology.com/fightcenter/events/ufc-108-evans-vs-silva,UFC 108: Evans vs Silva,"Saturday, January 02, 2010",MGM Grand Garden Arena,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/ufc-107-penn-vs-sanchez,UFC 107: Penn vs. Sanchez,"Saturday, December 12, 2009",FedEx Forum,"Memphis, TN"
https://www.tapology.com/fightcenter/events/the-ultimate-fighter-10-finale,The Ultimate Fighter 10 Finale,"Saturday, December 05, 2009",The Palms Casino Resort,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/ufc-106-ortiz-vs-griffin-2,UFC 106: Ortiz vs Griffin 2,"Saturday, November 21, 2009",Mandalay Bay Events Center,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/ufc-105-couture-vs-vera,UFC 105: Couture vs Vera,"Saturday, November 14, 2009",Manchester Evening News Arena,"Manchester, England"
https://www.tapology.com/fightcenter/events/ufc-104-machida-vs-shogun,UFC 104: Machida vs Shogun,"Saturday, October 24, 2009",Staples Center,"Los Angeles, CA"
https://www.tapology.com/fightcenter/events/ufc-103-franklin-vs-belfort,UFC 103: Franklin vs. Belfort,"Saturday, September 19, 2009",American Airlines Center,"Dallas, TX"
https://www.tapology.com/fightcenter/events/ufc-fight-night-19-diaz-vs-guillard,UFC Fight Night 19: Diaz vs. Guillard,"Wednesday, September 16, 2009",Cox Convention Center,"Oklahoma City, OK"
https://www.tapology.com/fightcenter/events/ufc-102-couture-vs-nogueira,UFC 102: Couture vs. Nogueira,"Saturday, August 29, 2009",Rose Garden,"Portland, OR"
https://www.tapology.com/fightcenter/events/ufc-101-declaration,UFC 101: Declaration,"Saturday, August 08, 2009",Wachovia Center,"Philadelphia, PA"
https://www.tapology.com/fightcenter/events/ufc-100,UFC 100,"Saturday, July 11, 2009",Mandalay Bay Events Center,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/the-ultimate-fighter-9-finale,The Ultimate Fighter 9 Finale,"Saturday, June 20, 2009",The Pearl at the Palms,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/ufc-99-the-comeback,UFC 99: The Comeback,"Saturday, June 13, 2009",Lanxess Arena,"Cologne, NRW"
https://www.tapology.com/fightcenter/events/ufc-98-evans-vs-machida,UFC 98: Evans vs. Machida,"Saturday, May 23, 2009",MGM Grand Garden Arena,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/ufc-97-redemption,UFC 97: Redemption,"Saturday, April 18, 2009",Bell Centre,"Montreal, QC"
https://www.tapology.com/fightcenter/events/ufc-fight-night-18-condit-vs-kampmann,UFC Fight Night 18: Condit vs. Kampmann,"Wednesday, April 01, 2009",Sommet Center,"Nashville, TN"
https://www.tapology.com/fightcenter/events/ufc-96-jackson-vs-jardine,UFC 96: Jackson vs. Jardine,"Saturday, March 07, 2009",Nationwide Arena,"Columbus, OH"
https://www.tapology.com/fightcenter/events/ufc-95-sanchez-vs-stevenson,UFC 95: Sanchez vs. Stevenson,"Saturday, February 21, 2009",The 02 Arena,"London, GB"
https://www.tapology.com/fightcenter/events/ufc-fight-night-17-lauzon-vs-stephens,UFC Fight Night 17: Lauzon vs. Stephens,"Saturday, February 07, 2009",USF Sun Dome,"Tampa, FL"
https://www.tapology.com/fightcenter/events/ufc-94-st-pierre-vs-penn-2,UFC 94: St-Pierre vs. Penn 2,"Saturday, January 31, 2009",MGM Grand Garden Arena,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/ufc-93-franklin-vs-henderson,UFC 93: Franklin vs. Henderson,"Saturday, January 17, 2009",02 Arena,"Dublin, IE"
https://www.tapology.com/fightcenter/events/ufc-92-the-ultimate-2008,UFC 92: The Ultimate 2008,"Saturday, December 27, 2008",MGM Grand Garden Arena,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/the-ultimate-fighter-8-finale,The Ultimate Fighter 8 Finale,"Saturday, December 13, 2008",The Pearl at the Palms,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/ufc-fight-night-16-fight-for-the-troops,UFC Fight Night 16: Fight for the Troops,"Wednesday, December 10, 2008",Crown Coliseum,"Fayetteville, NC"
https://www.tapology.com/fightcenter/events/ufc-91-couture-vs-lesnar,UFC 91: Couture vs Lesnar,"Saturday, November 15, 2008",MGM Grand Garden Arena,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/ufc-90-silva-vs-cote,UFC 90: Silva vs Cote,"Saturday, October 25, 2008",Allstate Arena,"Rosemont, IL"
https://www.tapology.com/fightcenter/events/ufc-89-bisping-vs-leben,UFC 89: Bisping vs Leben,"Saturday, October 18, 2008",The National Indoor Arena,"Birmingham, England"
https://www.tapology.com/fightcenter/events/ufc-fight-night-15,UFC Fight Night 15: Diaz vs. Neer,"Wednesday, September 17, 2008",Omaha Civic Auditorium,"Omaha, NE"
https://www.tapology.com/fightcenter/events/ufc-88-breakthrough,UFC 88: Breakthrough,"Saturday, September 06, 2008",Philips Arena,"Atlanta, GA"
https://www.tapology.com/fightcenter/events/ufc-87-seek-and-destroy,UFC 87: Seek and Destroy,"Saturday, August 09, 2008",Target Center,"Minneapolis, MN"
https://www.tapology.com/fightcenter/events/ufc-fight-night-14-silva-vs-irvin,UFC Fight Night 14: Silva vs. Irvin,"Saturday, July 19, 2008",The Palms Casino Resort,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/ufc-86-jackson-vs-griffin,UFC 86: Jackson vs. Griffin,"Saturday, July 05, 2008",Mandalay Bay Events Center,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/the-ultimate-fighter-7-finale,The Ultimate Fighter 7 Finale,"Saturday, June 21, 2008",The Pearl at the Palms,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/ufc-85-bedlam,UFC 85: Bedlam,"Saturday, June 07, 2008",O2 Arena,"London, GB"
https://www.tapology.com/fightcenter/events/ufc-84-ill-will,UFC 84: Ill Will,"Saturday, May 24, 2008",MGM Grand Garden Arena,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/ufc-83-serra-vs-st-pierre-2,UFC 83: Serra vs. St. Pierre 2,"Saturday, April 19, 2008",Bell Centre,"Montreal, QC"
https://www.tapology.com/fightcenter/events/ufc-fight-night-13-florian-vs-lauzon,UFC Fight Night 13: Florian vs. Lauzon,"Wednesday, April 02, 2008",Broomfield Event Center,"Broomfield, CO"
https://www.tapology.com/fightcenter/events/ufc-82-pride-of-a-champion,UFC 82: Pride of a Champion,"Saturday, March 01, 2008",Nationwide Arena,"Columbus, OH"
https://www.tapology.com/fightcenter/events/ufc-81-breaking-point,UFC 81: Breaking Point,"Saturday, February 02, 2008",Mandalay Bay Events Center,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/ufc-fight-night-12-swick-vs-burkman,UFC Fight Night 12: Swick vs. Burkman,"Wednesday, January 23, 2008",The Pearl at the Palms,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/ufc-80-rapid-fire,UFC 80: Rapid Fire,"Saturday, January 19, 2008",Metro Radio Arena,"Newcastle upon Tyne, England"
https://www.tapology.com/fightcenter/events/ufc-79-nemesis,UFC 79: Nemesis,"Saturday, December 29, 2007",Mandalay Bay Events Center,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/the-ultimate-fighter-6-finale,The Ultimate Fighter 6 Finale,"Saturday, December 08, 2007",Palms Casino Resort,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/ufc-78-validation,UFC 78: Validation,"Saturday, November 17, 2007",Prudential Center,"Atlantic City, NJ"
https://www.tapology.com/fightcenter/events/ufc-77-hostile-territory,UFC 77: Hostile Territory,"Saturday, October 20, 2007",U.S. Bank Arena,"Cincinnati, OH"
https://www.tapology.com/fightcenter/events/ufc-76-knockout,UFC 76: Knockout,"Saturday, September 22, 2007",Honda Center,"Anaheim, CA"
https://www.tapology.com/fightcenter/events/ufc-fight-night-11-thomas-vs-florian,UFC Fight Night 11: Thomas vs Florian,"Wednesday, September 19, 2007",The Palms Casino Resort,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/ufc-75-champion-vs-champion,UFC 75: Champion vs Champion,"Saturday, September 08, 2007",O2 Arena,"London, GB"
https://www.tapology.com/fightcenter/events/ufc-74-respect,UFC 74: Respect,"Saturday, August 25, 2007",Mandalay Bay Events Center,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/ufc-73-stacked,UFC 73: Stacked,"Saturday, July 07, 2007",ARCO Arena,"Sacramento, CA"
https://www.tapology.com/fightcenter/events/the-ultimate-fighter-5-finale,The Ultimate Fighter 5 Finale,"Saturday, June 23, 2007",Palms Casino Resort,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/ufc-72-victory,UFC 72: Victory,"Saturday, June 16, 2007",The Odyssey,"Belfast, Northern Ireland"
https://www.tapology.com/fightcenter/events/ufc-fight-night-10-stout-vs-fisher,UFC Fight Night 10: Stout vs Fisher,"Tuesday, June 12, 2007",Seminole Hard Rock Hotel & Casino,"Hollywood, FL"
https://www.tapology.com/fightcenter/events/ufc-71-liddell-vs-jackson,UFC 71: Liddell vs Jackson,"Saturday, May 26, 2007",MGM Grand Garden Arena,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/ufc-70-nations-collide,UFC 70: Nations Collide,"Saturday, April 21, 2007",Manchester Evening News Arena,"Manchester, England"
https://www.tapology.com/fightcenter/events/ufc-69-shootout,UFC 69: Shootout,"Saturday, April 07, 2007",Toyota Center,"Houston, TX"
https://www.tapology.com/fightcenter/events/ufc-fight-night-9-stevenson-vs-guillard,UFC Fight Night 9: Stevenson vs Guillard,"Thursday, April 05, 2007",The Palms Casino Resort,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/ufc-68-uprising,UFC 68: Uprising,"Saturday, March 03, 2007",Nationwide Arena,"Columbus, OH"
https://www.tapology.com/fightcenter/events/ufc-67-all-or-nothing,UFC 67: All or Nothing,"Saturday, February 03, 2007",Mandalay Bay Events Center,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/ufc-fight-night-8-evans-vs-salmon,UFC Fight Night 8: Evans vs Salmon,"Thursday, January 25, 2007",Seminole Hard Rock Hotel and Casino,"Hollywood, FL"
https://www.tapology.com/fightcenter/events/ufc-66-liddell-vs-ortiz-2,UFC 66: Liddell vs. Ortiz 2,"Saturday, December 30, 2006",MGM Grand Garden Arena,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/ufc-fight-night-7-sanchez-vs-riggs,UFC Fight Night 7: Sanchez vs Riggs,"Wednesday, December 13, 2006",MCAS Miramar,"San Diego, CA"
https://www.tapology.com/fightcenter/events/ufc-65-bad-intentions,UFC 65: Bad Intentions,"Saturday, November 18, 2006",ARCO Arena,"Sacramento, CA"
https://www.tapology.com/fightcenter/events/the-ultimate-fighter-4-finale,The Ultimate Fighter 4 Finale,"Saturday, November 11, 2006",Hard Rock Hotel and Casino,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/ufc-64-unstoppable,UFC 64: Unstoppable,"Saturday, October 14, 2006",Mandalay Bay Events Center,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/ufc-the-final-chapter-ortiz-vs-shamrock-3,UFC The Final Chapter: Ortiz vs Shamrock 3,"Tuesday, October 10, 2006",Seminole Hard Rock Hotel and Casino,"Hollywood, FL"
https://www.tapology.com/fightcenter/events/ufc-63-hughes-vs-penn,UFC 63: Hughes vs Penn,"Saturday, September 23, 2006",Arrowhead Pond,"Anaheim, CA"
https://www.tapology.com/fightcenter/events/ufc-62-liddell-vs-sobral,UFC 62: Liddell vs Sobral,"Saturday, August 26, 2006",Mandalay Bay Events Center,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/ufc-fight-night-6-sanchez-vs-parisyan,UFC Fight Night 6: Sanchez vs Parisyan,"Thursday, August 17, 2006",Red Rock Casino Resort & Spa,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/ufc-61-bitter-rivals,UFC 61: Bitter Rivals,"Saturday, July 08, 2006",Mandalay Bay Events Center,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/ufc-fight-night-5-leben-vs-silva,UFC Fight Night 5: Leben vs. Silva,"Wednesday, June 28, 2006",Hard Rock Hotel and Casino,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/the-ultimate-fighter-3-finale,The Ultimate Fighter 3 Finale,"Saturday, June 24, 2006",Hard Rock Hotel and Casino,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/ufc-60-hughes-vs-gracie,UFC 60: Hughes vs Gracie,"Saturday, May 27, 2006",Staples Center,"Los Angeles, CA"
https://www.tapology.com/fightcenter/events/ufc-59-reality-check,UFC 59: Reality Check,"Saturday, April 15, 2006",Arrowhead Pond,"Anaheim, CA"
https://www.tapology.com/fightcenter/events/ufc-fight-night-4,UFC Fight Night 4,"Thursday, April 06, 2006",Hard Rock Hotel and Casino,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/ufc-58-usa-vs-canada,UFC 58: USA vs Canada,"Saturday, March 04, 2006",Mandalay Bay Events Center,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/ufc-57-liddell-vs-couture-3,UFC 57: Liddell vs. Couture 3,"Saturday, February 04, 2006",Mandalay Bay Events Center,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/ufc-fight-night-3,UFC Fight Night 3,"Monday, January 16, 2006",Hard Rock Hotel and Casino,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/ufc-56-full-force,UFC 56: Full Force,"Saturday, November 19, 2005",MGM Grand Garden Arena,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/the-ultimate-fighter-2-finale,The Ultimate Fighter 2 Finale,"Saturday, November 05, 2005",Hard Rock Hotel and Casino,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/ufc-55-fury,UFC 55: Fury,"Friday, October 07, 2005",Mohegan Sun Arena,"Montville, CT"
https://www.tapology.com/fightcenter/events/ufc-fight-night-2,UFC Fight Night 2,"Monday, October 03, 2005",Hard Rock Hotel and Casino,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/ufc-54-boiling-point,UFC 54: Boiling Point,"Saturday, August 20, 2005",MGM Grand Garden Arena,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/ufc-fight-night-1,UFC Fight Night 1,"Saturday, August 06, 2005",Cox Pavilion,"Las Vegas, NV"
